Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Fri Jan 7 2011,8:00 pm,Houston Rockets,95,Orlando Magic,110,Box Score,,19107,
Fri Jan 7 2011,7:00 pm,Chicago Bulls,99,Philadelphia 76ers,105,Box Score,,15303,
Fri Jan 7 2011,8:30 pm,New York Knicks,121,Phoenix Suns,96,Box Score,,17621,
Fri Jan 7 2011,7:00 pm,New Jersey Nets,77,Washington Wizards,97,Box Score,,16017,
Sat Jan 8 2011,7:00 pm,Indiana Pacers,93,Atlanta Hawks,108,Box Score,,13547,
Sat Jan 8 2011,7:00 pm,Washington Wizards,89,Charlotte Bobcats,104,Box Score,,16038,
Sat Jan 8 2011,7:00 pm,Boston Celtics,79,Chicago Bulls,90,Box Score,,22663,
Sat Jan 8 2011,7:30 pm,Orlando Magic,117,Dallas Mavericks,107,Box Score,,20178,
Sat Jan 8 2011,7:30 pm,Philadelphia 76ers,109,Detroit Pistons,112,Box Score,OT,20038,
Sat Jan 8 2011,7:30 pm,Utah Jazz,103,Houston Rockets,99,Box Score,OT,16113,
Sat Jan 8 2011,7:00 pm,Milwaukee Bucks,115,New Jersey Nets,92,Box Score,,12898,
Sat Jan 8 2011,7:00 pm,Memphis Grizzlies,100,Oklahoma City Thunder,109,Box Score,,18203,
Sun Jan 9 2011,7:00 pm,New Orleans Hornets,96,Denver Nuggets,87,Box Score,,16283,
Sun Jan 9 2011,12:30 pm,Golden State Warriors,91,Los Angeles Clippers,105,Box Score,,17696,
Sun Jan 9 2011,6:30 pm,New York Knicks,87,Los Angeles Lakers,109,Box Score,,18997,
Sun Jan 9 2011,6:00 pm,Cleveland Cavaliers,100,Phoenix Suns,108,Box Score,,17031,
Sun Jan 9 2011,6:00 pm,Miami Heat,107,Portland Trail Blazers,100,Box Score,OT,20636,
Sun Jan 9 2011,6:00 pm,Minnesota Timberwolves,91,San Antonio Spurs,94,Box Score,,18581,
Sun Jan 9 2011,1:00 pm,Sacramento Kings,112,Toronto Raptors,118,Box Score,,17206,
Mon Jan 10 2011,7:30 pm,Houston Rockets,108,Boston Celtics,102,Box Score,,18624,
Mon Jan 10 2011,7:00 pm,Memphis Grizzlies,82,Charlotte Bobcats,96,Box Score,,10188,
Mon Jan 10 2011,7:00 pm,Detroit Pistons,82,Chicago Bulls,95,Box Score,,21407,
Tue Jan 11 2011,7:00 pm,Phoenix Suns,98,Denver Nuggets,132,Box Score,,14874,
Tue Jan 11 2011,7:30 pm,Cleveland Cavaliers,57,Los Angeles Lakers,112,Box Score,,18997,
Tue Jan 11 2011,7:00 pm,San Antonio Spurs,107,Minnesota Timberwolves,96,Box Score,,11209,
Tue Jan 11 2011,7:00 pm,Indiana Pacers,111,Philadelphia 76ers,103,Box Score,,10890,
Tue Jan 11 2011,7:00 pm,New York Knicks,100,Portland Trail Blazers,86,Box Score,,20604,
Tue Jan 11 2011,7:00 pm,Sacramento Kings,133,Washington Wizards,136,Box Score,OT,16226,
Wed Jan 12 2011,7:30 pm,Sacramento Kings,95,Boston Celtics,119,Box Score,,18624,
Wed Jan 12 2011,7:00 pm,Chicago Bulls,91,Charlotte Bobcats,96,Box Score,,12468,
Wed Jan 12 2011,7:30 pm,Memphis Grizzlies,107,Detroit Pistons,99,Box Score,,13068,
Wed Jan 12 2011,7:30 pm,Los Angeles Lakers,115,Golden State Warriors,110,Box Score,,19596,
Wed Jan 12 2011,7:30 pm,Oklahoma City Thunder,118,Houston Rockets,112,Box Score,,16158,
Wed Jan 12 2011,7:00 pm,Dallas Mavericks,89,Indiana Pacers,102,Box Score,,11204,
Wed Jan 12 2011,7:30 pm,Miami Heat,105,Los Angeles Clippers,111,Box Score,,19803,
Wed Jan 12 2011,7:00 pm,San Antonio Spurs,91,Milwaukee Bucks,84,Box Score,,14061,
Wed Jan 12 2011,7:00 pm,Orlando Magic,89,New Orleans Hornets,92,Box Score,OT,13688,
Wed Jan 12 2011,7:00 pm,New Jersey Nets,109,Phoenix Suns,118,Box Score,OT,16334,
Wed Jan 12 2011,7:00 pm,Atlanta Hawks,104,Toronto Raptors,101,Box Score,,14186,
Wed Jan 12 2011,7:00 pm,New York Knicks,125,Utah Jazz,131,Box Score,,19911,
Thu Jan 13 2011,8:30 pm,Miami Heat,102,Denver Nuggets,130,Box Score,,19155,
Thu Jan 13 2011,7:00 pm,Washington Wizards,97,Minnesota Timberwolves,109,Box Score,,11437,
Thu Jan 13 2011,7:00 pm,Orlando Magic,124,Oklahoma City Thunder,125,Box Score,,18203,
Fri Jan 14 2011,7:30 pm,Charlotte Bobcats,94,Boston Celtics,99,Box Score,,18624,
Fri Jan 14 2011,7:30 pm,Los Angeles Clippers,112,Golden State Warriors,122,Box Score,,19273,
Fri Jan 14 2011,7:30 pm,New Orleans Hornets,110,Houston Rockets,105,Box Score,OT,13616,
Fri Jan 14 2011,7:00 pm,Chicago Bulls,99,Indiana Pacers,86,Box Score,,18165,
Fri Jan 14 2011,7:30 pm,New Jersey Nets,88,Los Angeles Lakers,100,Box Score,,18997,
Fri Jan 14 2011,7:30 pm,Sacramento Kings,93,New York Knicks,83,Box Score,,19763,
Fri Jan 14 2011,7:00 pm,Milwaukee Bucks,94,Philadelphia 76ers,95,Box Score,,12650,
Fri Jan 14 2011,8:30 pm,Portland Trail Blazers,111,Phoenix Suns,115,Box Score,,17412,
Fri Jan 14 2011,7:00 pm,Dallas Mavericks,89,San Antonio Spurs,101,Box Score,,18581,
Fri Jan 14 2011,7:00 pm,Detroit Pistons,101,Toronto Raptors,95,Box Score,,16924,
Fri Jan 14 2011,7:00 pm,Cleveland Cavaliers,99,Utah Jazz,121,Box Score,,19911,
Sat Jan 15 2011,7:00 pm,Houston Rockets,112,Atlanta Hawks,106,Box Score,,13420,
Sat Jan 15 2011,7:00 pm,New Orleans Hornets,88,Charlotte Bobcats,81,Box Score,,17486,
Sat Jan 15 2011,7:00 pm,Miami Heat,96,Chicago Bulls,99,Box Score,,23017,
Sat Jan 15 2011,7:00 pm,Cleveland Cavaliers,99,Denver Nuggets,127,Box Score,,17668,
Sat Jan 15 2011,7:30 pm,Sacramento Kings,106,Detroit Pistons,110,Box Score,,18784,
Sat Jan 15 2011,7:00 pm,Dallas Mavericks,70,Memphis Grizzlies,89,Box Score,,15812,
Sat Jan 15 2011,7:00 pm,Orlando Magic,108,Minnesota Timberwolves,99,Box Score,,17391,
Sat Jan 15 2011,7:00 pm,New Jersey Nets,89,Portland Trail Blazers,96,Box Score,,20441,
Sat Jan 15 2011,7:00 pm,Toronto Raptors,95,Washington Wizards,98,Box Score,,14652,
Sun Jan 16 2011,12:30 pm,Los Angeles Lakers,92,Los Angeles Clippers,99,Box Score,,19905,
Sun Jan 16 2011,8:00 pm,Denver Nuggets,97,San Antonio Spurs,110,Box Score,,18581,
Mon Jan 17 2011,4:00 pm,Sacramento Kings,98,Atlanta Hawks,100,Box Score,,14820,
Mon Jan 17 2011,8:00 pm,Orlando Magic,106,Boston Celtics,109,Box Score,,18624,
Mon Jan 17 2011,3:30 pm,Dallas Mavericks,89,Detroit Pistons,103,Box Score,,12660,
Mon Jan 17 2011,1:00 pm,New Jersey Nets,100,Golden State Warriors,109,Box Score,,18563,
Mon Jan 17 2011,2:00 pm,Milwaukee Bucks,84,Houston Rockets,93,Box Score,,16186,
Mon Jan 17 2011,12:30 pm,Indiana Pacers,107,Los Angeles Clippers,114,Box Score,,15863,
Mon Jan 17 2011,7:30 pm,Oklahoma City Thunder,94,Los Angeles Lakers,101,Box Score,,18997,
Mon Jan 17 2011,12:00 pm,Chicago Bulls,96,Memphis Grizzlies,84,Box Score,,18119,
Mon Jan 17 2011,2:00 pm,Toronto Raptors,81,New Orleans Hornets,85,Box Score,,15155,
Mon Jan 17 2011,1:00 pm,Phoenix Suns,129,New York Knicks,121,Box Score,,19763,
Mon Jan 17 2011,2:00 pm,Charlotte Bobcats,92,Philadelphia 76ers,96,Box Score,OT,13508,
Mon Jan 17 2011,7:00 pm,Minnesota Timberwolves,102,Portland Trail Blazers,113,Box Score,,20239,
Mon Jan 17 2011,1:00 pm,Utah Jazz,101,Washington Wizards,108,Box Score,,14925,
Tue Jan 18 2011,7:00 pm,Charlotte Bobcats,83,Chicago Bulls,82,Box Score,,21263,
Tue Jan 18 2011,7:30 pm,Atlanta Hawks,93,Miami Heat,89,Box Score,OT,19600,
Wed Jan 19 2011,7:30 pm,Detroit Pistons,82,Boston Celtics,86,Box Score,,18624,
Wed Jan 19 2011,7:00 pm,Phoenix Suns,106,Cleveland Cavaliers,98,Box Score,,20562,
Wed Jan 19 2011,8:00 pm,Los Angeles Lakers,100,Dallas Mavericks,109,Box Score,,20365,
Wed Jan 19 2011,7:00 pm,Oklahoma City Thunder,107,Denver Nuggets,112,Box Score,,16872,
Wed Jan 19 2011,7:30 pm,Indiana Pacers,108,Golden State Warriors,110,Box Score,,18185,
Wed Jan 19 2011,7:30 pm,New York Knicks,89,Houston Rockets,104,Box Score,,15903,
Wed Jan 19 2011,7:30 pm,Minnesota Timberwolves,111,Los Angeles Clippers,126,Box Score,,17793,
Wed Jan 19 2011,7:00 pm,Washington Wizards,87,Milwaukee Bucks,100,Box Score,,14007,
Wed Jan 19 2011,7:00 pm,Utah Jazz,95,New Jersey Nets,103,Box Score,,13251,
Wed Jan 19 2011,7:00 pm,Memphis Grizzlies,102,New Orleans Hornets,103,Box Score,OT,15951,
Wed Jan 19 2011,7:00 pm,Philadelphia 76ers,98,Orlando Magic,99,Box Score,OT,18846,
Wed Jan 19 2011,7:00 pm,Portland Trail Blazers,94,Sacramento Kings,90,Box Score,OT,12722,
Wed Jan 19 2011,7:30 pm,Toronto Raptors,95,San Antonio Spurs,104,Box Score,,18581,
Thu Jan 20 2011,7:00 pm,Philadelphia 76ers,97,Charlotte Bobcats,100,Box Score,,14326,
Thu Jan 20 2011,7:00 pm,Dallas Mavericks,77,Chicago Bulls,82,Box Score,,21397,
Thu Jan 20 2011,7:30 pm,Los Angeles Clippers,93,Portland Trail Blazers,108,Box Score,,20630,
Fri Jan 21 2011,7:30 pm,New Orleans Hornets,100,Atlanta Hawks,59,Box Score,,14875,
Fri Jan 21 2011,7:30 pm,Utah Jazz,86,Boston Celtics,110,Box Score,,18624,
Fri Jan 21 2011,7:30 pm,Milwaukee Bucks,102,Cleveland Cavaliers,88,Box Score,,20562,
Fri Jan 21 2011,8:30 pm,Los Angeles Lakers,107,Denver Nuggets,97,Box Score,,19155,
Fri Jan 21 2011,7:30 pm,Sacramento Kings,112,Golden State Warriors,119,Box Score,OT,18428,
Fri Jan 21 2011,7:00 pm,Houston Rockets,110,Memphis Grizzlies,115,Box Score,,13458,
Fri Jan 21 2011,7:00 pm,Detroit Pistons,74,New Jersey Nets,89,Box Score,,13316,
Fri Jan 21 2011,7:00 pm,Toronto Raptors,72,Orlando Magic,112,Box Score,,19047,
Fri Jan 21 2011,7:00 pm,New York Knicks,92,San Antonio Spurs,101,Box Score,,18581,
Fri Jan 21 2011,7:00 pm,Phoenix Suns,109,Washington Wizards,91,Box Score,,15716,
Sat Jan 22 2011,7:00 pm,Atlanta Hawks,103,Charlotte Bobcats,87,Box Score,,17286,
Sat Jan 22 2011,7:00 pm,Cleveland Cavaliers,79,Chicago Bulls,92,Box Score,,21389,
Sat Jan 22 2011,7:30 pm,Phoenix Suns,74,Detroit Pistons,75,Box Score,,21326,
Sat Jan 22 2011,7:30 pm,Orlando Magic,118,Houston Rockets,104,Box Score,,18052,
Sat Jan 22 2011,7:30 pm,Golden State Warriors,109,Los Angeles Clippers,113,Box Score,,19373,
Sat Jan 22 2011,7:30 pm,Toronto Raptors,103,Miami Heat,120,Box Score,,20025,
Sat Jan 22 2011,7:30 pm,Memphis Grizzlies,94,Milwaukee Bucks,81,Box Score,,16157,
Sat Jan 22 2011,7:00 pm,Dallas Mavericks,87,New Jersey Nets,86,Box Score,,14051,
Sat Jan 22 2011,7:00 pm,San Antonio Spurs,72,New Orleans Hornets,96,Box Score,,18023,
Sat Jan 22 2011,7:00 pm,New York Knicks,98,Oklahoma City Thunder,101,Box Score,,18203,
Sat Jan 22 2011,7:30 pm,Utah Jazz,85,Philadelphia 76ers,96,Box Score,,14036,
Sat Jan 22 2011,7:00 pm,Indiana Pacers,92,Portland Trail Blazers,97,Box Score,,20563,
Sat Jan 22 2011,7:00 pm,Boston Celtics,83,Washington Wizards,85,Box Score,,20278,
Sun Jan 23 2011,6:00 pm,Indiana Pacers,107,Denver Nuggets,121,Box Score,,17047,
Mon Jan 24 2011,7:00 pm,Milwaukee Bucks,83,Chicago Bulls,92,Box Score,,21126,
Mon Jan 24 2011,7:30 pm,San Antonio Spurs,113,Golden State Warriors,102,Box Score,,18523,
Mon Jan 24 2011,7:00 pm,Houston Rockets,129,Minnesota Timberwolves,125,Box Score,,11983,
Mon Jan 24 2011,7:00 pm,Cleveland Cavaliers,101,New Jersey Nets,103,Box Score,,10197,
Mon Jan 24 2011,7:00 pm,Oklahoma City Thunder,89,New Orleans Hornets,91,Box Score,,17233,
Mon Jan 24 2011,7:30 pm,Washington Wizards,106,New York Knicks,115,Box Score,,19763,
Mon Jan 24 2011,7:00 pm,Detroit Pistons,103,Orlando Magic,96,Box Score,,19098,
Mon Jan 24 2011,7:00 pm,Phoenix Suns,95,Philadelphia 76ers,105,Box Score,,14881,
Mon Jan 24 2011,7:00 pm,Sacramento Kings,96,Portland Trail Blazers,81,Box Score,,20488,
Mon Jan 24 2011,7:00 pm,Memphis Grizzlies,100,Toronto Raptors,98,Box Score,,14127,
Tue Jan 25 2011,7:30 pm,Cleveland Cavaliers,95,Boston Celtics,112,Box Score,,18624,
Tue Jan 25 2011,7:30 pm,Los Angeles Clippers,105,Dallas Mavericks,112,Box Score,,20335,
Tue Jan 25 2011,7:30 pm,Utah Jazz,91,Los Angeles Lakers,120,Box Score,,18997,
Tue Jan 25 2011,7:00 pm,Charlotte Bobcats,94,Sacramento Kings,89,Box Score,,13984,
Tue Jan 25 2011,7:00 pm,Denver Nuggets,120,Washington Wizards,109,Box Score,,16121,
Wed Jan 26 2011,7:30 pm,Denver Nuggets,109,Detroit Pistons,100,Box Score,,16212,
Wed Jan 26 2011,7:30 pm,New Orleans Hornets,112,Golden State Warriors,103,Box Score,,18108,
Wed Jan 26 2011,7:30 pm,Los Angeles Clippers,83,Houston Rockets,96,Box Score,,18147,
Wed Jan 26 2011,7:00 pm,Orlando Magic,111,Indiana Pacers,96,Box Score,,12164,
Wed Jan 26 2011,7:00 pm,Atlanta Hawks,90,Milwaukee Bucks,98,Box Score,,13274,
Wed Jan 26 2011,7:00 pm,Oklahoma City Thunder,118,Minnesota Timberwolves,117,Box Score,OT,14979,
Wed Jan 26 2011,7:00 pm,Memphis Grizzlies,88,New Jersey Nets,93,Box Score,,8866,
Wed Jan 26 2011,7:00 pm,Charlotte Bobcats,114,Phoenix Suns,107,Box Score,,16986,
Wed Jan 26 2011,7:00 pm,Philadelphia 76ers,107,Toronto Raptors,94,Box Score,,14552,
Wed Jan 26 2011,7:30 pm,San Antonio Spurs,112,Utah Jazz,105,Box Score,,19911,
Thu Jan 27 2011,7:30 pm,Houston Rockets,106,Dallas Mavericks,111,Box Score,,20088,
Thu Jan 27 2011,8:00 pm,Miami Heat,88,New York Knicks,93,Box Score,,19763,
Thu Jan 27 2011,7:30 pm,Boston Celtics,88,Portland Trail Blazers,78,Box Score,,20706,
Fri Jan 28 2011,7:30 pm,New York Knicks,102,Atlanta Hawks,111,Box Score,,19069,
Fri Jan 28 2011,7:00 pm,Orlando Magic,90,Chicago Bulls,99,Box Score,,21676,
Fri Jan 28 2011,7:30 pm,Denver Nuggets,117,Cleveland Cavaliers,103,Box Score,,19642,
Fri Jan 28 2011,7:30 pm,Charlotte Bobcats,121,Golden State Warriors,113,Box Score,OT,18407,
Fri Jan 28 2011,7:00 pm,New Jersey Nets,92,Indiana Pacers,124,Box Score,,11337,
Fri Jan 28 2011,7:30 pm,Sacramento Kings,100,Los Angeles Lakers,95,Box Score,,18997,
Fri Jan 28 2011,7:30 pm,Detroit Pistons,87,Miami Heat,88,Box Score,,19805,
Fri Jan 28 2011,7:00 pm,Washington Wizards,117,Oklahoma City Thunder,124,Box Score,2OT,18203,
Fri Jan 28 2011,7:00 pm,Memphis Grizzlies,99,Philadelphia 76ers,94,Box Score,,14289,
Fri Jan 28 2011,8:30 pm,Boston Celtics,71,Phoenix Suns,88,Box Score,,18422,
Fri Jan 28 2011,7:00 pm,Milwaukee Bucks,116,Toronto Raptors,110,Box Score,OT,15159,
Fri Jan 28 2011,7:00 pm,Minnesota Timberwolves,100,Utah Jazz,108,Box Score,,19911,
Sat Jan 29 2011,7:00 pm,Indiana Pacers,89,Chicago Bulls,110,Box Score,,21611,
Sat Jan 29 2011,7:30 pm,Atlanta Hawks,91,Dallas Mavericks,102,Box Score,,20309,
Sat Jan 29 2011,7:30 pm,Charlotte Bobcats,88,Los Angeles Clippers,103,Box Score,,18332,
Sat Jan 29 2011,7:00 pm,Washington Wizards,93,Memphis Grizzlies,107,Box Score,,14722,
Sat Jan 29 2011,7:30 pm,New Jersey Nets,81,Milwaukee Bucks,91,Box Score,,17173,
Sat Jan 29 2011,7:00 pm,Toronto Raptors,87,Minnesota Timberwolves,103,Box Score,,14991,
Sat Jan 29 2011,7:00 pm,New Orleans Hornets,96,Sacramento Kings,102,Box Score,,14534,
Sat Jan 29 2011,7:30 pm,Houston Rockets,95,San Antonio Spurs,108,Box Score,,18581,
Sun Jan 30 2011,7:00 pm,Utah Jazz,81,Golden State Warriors,96,Box Score,,18187,
Sun Jan 30 2011,12:30 pm,Boston Celtics,109,Los Angeles Lakers,96,Box Score,,18997,
Sun Jan 30 2011,7:30 pm,Detroit Pistons,106,New York Knicks,124,Box Score,,19763,
Sun Jan 30 2011,12:00 pm,Miami Heat,108,Oklahoma City Thunder,103,Box Score,,18203,
Sun Jan 30 2011,6:00 pm,Cleveland Cavaliers,87,Orlando Magic,103,Box Score,,18846,
Sun Jan 30 2011,6:00 pm,Denver Nuggets,99,Philadelphia 76ers,110,Box Score,,15612,
Sun Jan 30 2011,6:00 pm,New Orleans Hornets,102,Phoenix Suns,104,Box Score,,17921,
Mon Jan 31 2011,7:30 pm,Washington Wizards,92,Dallas Mavericks,102,Box Score,,19724,
Mon Jan 31 2011,7:00 pm,Toronto Raptors,93,Indiana Pacers,104,Box Score,,10258,
Mon Jan 31 2011,7:30 pm,Milwaukee Bucks,98,Los Angeles Clippers,105,Box Score,,17218,
Mon Jan 31 2011,7:00 pm,Orlando Magic,97,Memphis Grizzlies,100,Box Score,,13513,
Mon Jan 31 2011,7:30 pm,Cleveland Cavaliers,90,Miami Heat,117,Box Score,,19600,
Mon Jan 31 2011,7:00 pm,Denver Nuggets,99,New Jersey Nets,115,Box Score,,14039,
Mon Jan 31 2011,7:00 pm,Charlotte Bobcats,78,Utah Jazz,83,Box Score,,19499,
Tue Feb 1 2011,7:30 pm,Houston Rockets,106,Los Angeles Lakers,114,Box Score,OT,18997,
Tue Feb 1 2011,7:00 pm,Washington Wizards,89,New Orleans Hornets,97,Box Score,,13921,
Tue Feb 1 2011,7:00 pm,San Antonio Spurs,86,Portland Trail Blazers,99,Box Score,,20364,
Tue Feb 1 2011,7:00 pm,Boston Celtics,95,Sacramento Kings,90,Box Score,,16482,
Wed Feb 2 2011,7:00 pm,Toronto Raptors,87,Atlanta Hawks,100,Box Score,,14025,
Wed Feb 2 2011,7:00 pm,Indiana Pacers,117,Cleveland Cavaliers,112,Box Score,,18877,
Wed Feb 2 2011,7:00 pm,Portland Trail Blazers,90,Denver Nuggets,109,Box Score,,15258,
Wed Feb 2 2011,7:30 pm,Charlotte Bobcats,97,Detroit Pistons,87,Box Score,,14376,
Wed Feb 2 2011,7:30 pm,Chicago Bulls,106,Los Angeles Clippers,88,Box Score,,19368,
Wed Feb 2 2011,7:00 pm,Memphis Grizzlies,102,Minnesota Timberwolves,84,Box Score,,12662,
Wed Feb 2 2011,7:00 pm,Philadelphia 76ers,106,New Jersey Nets,92,Box Score,,10057,
Wed Feb 2 2011,7:30 pm,Dallas Mavericks,113,New York Knicks,97,Box Score,,19763,
Wed Feb 2 2011,7:00 pm,New Orleans Hornets,93,Oklahoma City Thunder,104,Box Score,,17849,
Wed Feb 2 2011,7:00 pm,Milwaukee Bucks,77,Phoenix Suns,92,Box Score,,16422,
Wed Feb 2 2011,7:00 pm,Houston Rockets,97,Utah Jazz,96,Box Score,,19619,
Thu Feb 3 2011,7:30 pm,Milwaukee Bucks,94,Golden State Warriors,100,Box Score,,18008,
Thu Feb 3 2011,7:30 pm,San Antonio Spurs,89,Los Angeles Lakers,88,Box Score,,18997,
Thu Feb 3 2011,8:00 pm,Miami Heat,104,Orlando Magic,100,Box Score,,18945,
Fri Feb 4 2011,7:30 pm,Los Angeles Clippers,100,Atlanta Hawks,101,Box Score,,19363,
Fri Feb 4 2011,8:00 pm,Dallas Mavericks,101,Boston Celtics,97,Box Score,,18624,
Fri Feb 4 2011,7:00 pm,Miami Heat,109,Charlotte Bobcats,97,Box Score,,19592,
Fri Feb 4 2011,8:30 pm,Utah Jazz,113,Denver Nuggets,106,Box Score,,19155,
Fri Feb 4 2011,7:30 pm,New Jersey Nets,82,Detroit Pistons,92,Box Score,,17304,
Fri Feb 4 2011,7:00 pm,Portland Trail Blazers,87,Indiana Pacers,100,Box Score,,11778,
Fri Feb 4 2011,7:00 pm,Cleveland Cavaliers,105,Memphis Grizzlies,112,Box Score,,11932,
Fri Feb 4 2011,7:00 pm,New York Knicks,98,Philadelphia 76ers,100,Box Score,,18823,
Fri Feb 4 2011,7:00 pm,Oklahoma City Thunder,111,Phoenix Suns,107,Box Score,,16274,
Fri Feb 4 2011,7:00 pm,San Antonio Spurs,113,Sacramento Kings,100,Box Score,,15772,
Fri Feb 4 2011,7:00 pm,Minnesota Timberwolves,100,Toronto Raptors,111,Box Score,,14389,
Fri Feb 4 2011,7:00 pm,Orlando Magic,110,Washington Wizards,92,Box Score,,18940,
Sat Feb 5 2011,7:00 pm,Dallas Mavericks,101,Charlotte Bobcats,92,Box Score,,17743,
Sat Feb 5 2011,7:30 pm,Portland Trail Blazers,111,Cleveland Cavaliers,105,Box Score,,19975,
Sat Feb 5 2011,7:30 pm,Chicago Bulls,90,Golden State Warriors,101,Box Score,,19596,
Sat Feb 5 2011,7:30 pm,Memphis Grizzlies,93,Houston Rockets,95,Box Score,OT,18195,
Sat Feb 5 2011,7:30 pm,Detroit Pistons,89,Milwaukee Bucks,78,Box Score,,15791,
Sat Feb 5 2011,7:30 pm,Denver Nuggets,113,Minnesota Timberwolves,100,Box Score,,15389,
Sat Feb 5 2011,7:00 pm,Los Angeles Lakers,101,New Orleans Hornets,95,Box Score,,18426,
Sat Feb 5 2011,7:00 pm,Oklahoma City Thunder,121,Utah Jazz,105,Box Score,,19711,
Sat Feb 5 2011,7:00 pm,Atlanta Hawks,99,Washington Wizards,92,Box Score,,16256,
Sun Feb 6 2011,2:30 pm,Orlando Magic,80,Boston Celtics,91,Box Score,,18624,
Sun Feb 6 2011,12:00 pm,Los Angeles Clippers,79,Miami Heat,97,Box Score,,19702,
Sun Feb 6 2011,12:00 pm,Indiana Pacers,105,New Jersey Nets,86,Box Score,,13167,
Sun Feb 6 2011,12:00 pm,Philadelphia 76ers,103,New York Knicks,117,Box Score,,19763,
Mon Feb 7 2011,7:00 pm,Boston Celtics,89,Charlotte Bobcats,94,Box Score,,19081,
Mon Feb 7 2011,7:30 pm,Cleveland Cavaliers,96,Dallas Mavericks,99,Box Score,,19875,
Mon Feb 7 2011,7:00 pm,Houston Rockets,108,Denver Nuggets,103,Box Score,,14595,
Mon Feb 7 2011,7:30 pm,Phoenix Suns,104,Golden State Warriors,92,Box Score,,18002,
Mon Feb 7 2011,7:00 pm,Los Angeles Lakers,93,Memphis Grizzlies,84,Box Score,,18119,
Mon Feb 7 2011,7:00 pm,Minnesota Timberwolves,104,New Orleans Hornets,92,Box Score,,13401,
Mon Feb 7 2011,7:00 pm,Chicago Bulls,103,Portland Trail Blazers,109,Box Score,,20534,
Mon Feb 7 2011,7:00 pm,Utah Jazz,107,Sacramento Kings,104,Box Score,,11509,
Tue Feb 8 2011,7:00 pm,Philadelphia 76ers,117,Atlanta Hawks,83,Box Score,,12903,
Tue Feb 8 2011,7:30 pm,San Antonio Spurs,100,Detroit Pistons,89,Box Score,,16132,
Tue Feb 8 2011,7:30 pm,Minnesota Timberwolves,112,Houston Rockets,108,Box Score,,15679,
Tue Feb 8 2011,7:30 pm,Indiana Pacers,112,Miami Heat,117,Box Score,,19600,
Tue Feb 8 2011,7:00 pm,Toronto Raptors,74,Milwaukee Bucks,92,Box Score,,11975,
Tue Feb 8 2011,7:00 pm,Memphis Grizzlies,105,Oklahoma City Thunder,101,Box Score,OT,17868,
Tue Feb 8 2011,7:00 pm,Los Angeles Clippers,85,Orlando Magic,101,Box Score,,18987,
Wed Feb 9 2011,7:00 pm,Detroit Pistons,103,Cleveland Cavaliers,94,Box Score,,19475,
Wed Feb 9 2011,7:30 pm,Denver Nuggets,114,Golden State Warriors,116,Box Score,,18430,
Wed Feb 9 2011,7:00 pm,Charlotte Bobcats,103,Indiana Pacers,104,Box Score,,10268,
Wed Feb 9 2011,7:00 pm,New Orleans Hornets,101,New Jersey Nets,103,Box Score,OT,13316,
Wed Feb 9 2011,7:30 pm,Los Angeles Clippers,116,New York Knicks,108,Box Score,,19763,
Wed Feb 9 2011,7:00 pm,Orlando Magic,99,Philadelphia 76ers,95,Box Score,,12091,
Wed Feb 9 2011,7:00 pm,Dallas Mavericks,102,Sacramento Kings,100,Box Score,,12310,
Wed Feb 9 2011,7:00 pm,San Antonio Spurs,111,Toronto Raptors,100,Box Score,,15867,
Wed Feb 9 2011,7:00 pm,Chicago Bulls,91,Utah Jazz,86,Box Score,,19911,
Wed Feb 9 2011,7:00 pm,Milwaukee Bucks,85,Washington Wizards,100,Box Score,,16108,
Thu Feb 10 2011,8:00 pm,Los Angeles Lakers,92,Boston Celtics,86,Box Score,,18624,
Thu Feb 10 2011,8:30 pm,Dallas Mavericks,120,Denver Nuggets,121,Box Score,,16273,
Thu Feb 10 2011,7:00 pm,Golden State Warriors,88,Phoenix Suns,112,Box Score,,16731,
Fri Feb 11 2011,7:00 pm,New Jersey Nets,94,Charlotte Bobcats,89,Box Score,,15386,
Fri Feb 11 2011,7:30 pm,Los Angeles Clippers,119,Cleveland Cavaliers,126,Box Score,OT,20562,
Fri Feb 11 2011,7:30 pm,Miami Heat,106,Detroit Pistons,92,Box Score,,22076,
Fri Feb 11 2011,7:00 pm,Minnesota Timberwolves,105,Indiana Pacers,116,Box Score,,12559,
Fri Feb 11 2011,7:00 pm,Milwaukee Bucks,86,Memphis Grizzlies,89,Box Score,,14749,
Fri Feb 11 2011,8:00 pm,Los Angeles Lakers,113,New York Knicks,96,Box Score,,19763,
Fri Feb 11 2011,7:00 pm,New Orleans Hornets,99,Orlando Magic,93,Box Score,,18944,
Fri Feb 11 2011,7:00 pm,San Antonio Spurs,71,Philadelphia 76ers,77,Box Score,,15501,
Fri Feb 11 2011,7:00 pm,Portland Trail Blazers,102,Toronto Raptors,96,Box Score,,15625,
Fri Feb 11 2011,8:30 pm,Phoenix Suns,95,Utah Jazz,83,Box Score,,19911,
Sat Feb 12 2011,7:00 pm,Charlotte Bobcats,88,Atlanta Hawks,86,Box Score,,16948,
Sat Feb 12 2011,7:30 pm,Dallas Mavericks,106,Houston Rockets,102,Box Score,,17009,
Sat Feb 12 2011,7:30 pm,Indiana Pacers,103,Milwaukee Bucks,97,Box Score,,17046,
