Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sat Feb 12 2011,7:00 pm,Philadelphia 76ers,107,Minnesota Timberwolves,87,Box Score,,17011,
Sat Feb 12 2011,7:00 pm,New York Knicks,105,New Jersey Nets,95,Box Score,,18711,
Sat Feb 12 2011,7:00 pm,Chicago Bulls,97,New Orleans Hornets,88,Box Score,,17831,
Sat Feb 12 2011,7:00 pm,Oklahoma City Thunder,99,Sacramento Kings,97,Box Score,,14987,
Sat Feb 12 2011,8:00 pm,San Antonio Spurs,118,Washington Wizards,94,Box Score,,20435,
Sun Feb 13 2011,1:00 pm,Miami Heat,82,Boston Celtics,85,Box Score,,18624,
Sun Feb 13 2011,6:00 pm,Washington Wizards,115,Cleveland Cavaliers,100,Box Score,,19154,
Sun Feb 13 2011,6:00 pm,Portland Trail Blazers,105,Detroit Pistons,100,Box Score,,15257,
Sun Feb 13 2011,5:00 pm,Oklahoma City Thunder,94,Golden State Warriors,100,Box Score,,19596,
Sun Feb 13 2011,5:00 pm,Denver Nuggets,108,Memphis Grizzlies,116,Box Score,,15398,
Sun Feb 13 2011,3:30 pm,Los Angeles Lakers,75,Orlando Magic,89,Box Score,,19193,
Sun Feb 13 2011,6:00 pm,Sacramento Kings,113,Phoenix Suns,108,Box Score,,17798,
Sun Feb 13 2011,6:00 pm,Los Angeles Clippers,93,Toronto Raptors,98,Box Score,,19800,
Mon Feb 14 2011,7:00 pm,Los Angeles Lakers,89,Charlotte Bobcats,109,Box Score,,19488,
Mon Feb 14 2011,7:30 pm,Atlanta Hawks,94,Detroit Pistons,79,Box Score,,11844,
Mon Feb 14 2011,7:30 pm,Denver Nuggets,102,Houston Rockets,121,Box Score,,16450,
Mon Feb 14 2011,7:00 pm,Los Angeles Clippers,78,Milwaukee Bucks,102,Box Score,,13111,
Mon Feb 14 2011,7:00 pm,Portland Trail Blazers,95,Minnesota Timberwolves,81,Box Score,,11227,
Mon Feb 14 2011,7:00 pm,San Antonio Spurs,102,New Jersey Nets,85,Box Score,,13433,
Tue Feb 15 2011,7:00 pm,Charlotte Bobcats,94,Chicago Bulls,106,Box Score,,21391,
Tue Feb 15 2011,7:30 pm,New Orleans Hornets,89,Golden State Warriors,102,Box Score,,18276,
Tue Feb 15 2011,7:00 pm,Miami Heat,110,Indiana Pacers,103,Box Score,,18165,
Tue Feb 15 2011,7:00 pm,Philadelphia 76ers,91,Memphis Grizzlies,102,Box Score,,11197,
Tue Feb 15 2011,7:00 pm,Sacramento Kings,96,Oklahoma City Thunder,126,Box Score,,18087,
Tue Feb 15 2011,7:00 pm,Utah Jazz,101,Phoenix Suns,102,Box Score,,16874,
Wed Feb 16 2011,7:30 pm,New Jersey Nets,80,Boston Celtics,94,Box Score,,18624,
Wed Feb 16 2011,7:30 pm,Los Angeles Lakers,99,Cleveland Cavaliers,104,Box Score,,20562,
Wed Feb 16 2011,7:30 pm,Sacramento Kings,100,Dallas Mavericks,116,Box Score,,20420,
Wed Feb 16 2011,7:30 pm,Indiana Pacers,109,Detroit Pistons,115,Box Score,OT,12551,
Wed Feb 16 2011,7:30 pm,Philadelphia 76ers,114,Houston Rockets,105,Box Score,,14476,
Wed Feb 16 2011,8:00 pm,Denver Nuggets,94,Milwaukee Bucks,87,Box Score,,16033,
Wed Feb 16 2011,7:00 pm,Los Angeles Clippers,98,Minnesota Timberwolves,90,Box Score,,15227,
Wed Feb 16 2011,7:30 pm,Atlanta Hawks,90,New York Knicks,102,Box Score,,19763,
Wed Feb 16 2011,7:00 pm,Washington Wizards,76,Orlando Magic,101,Box Score,,19054,
Wed Feb 16 2011,7:00 pm,New Orleans Hornets,96,Portland Trail Blazers,103,Box Score,,20650,
Wed Feb 16 2011,7:00 pm,Miami Heat,103,Toronto Raptors,95,Box Score,,20156,
Wed Feb 16 2011,7:00 pm,Golden State Warriors,107,Utah Jazz,100,Box Score,,19911,
Thu Feb 17 2011,7:00 pm,San Antonio Spurs,99,Chicago Bulls,109,Box Score,,22172,
Thu Feb 17 2011,8:30 pm,Dallas Mavericks,112,Phoenix Suns,106,Box Score,,17903,
Tue Feb 22 2011,7:00 pm,Toronto Raptors,101,Charlotte Bobcats,114,Box Score,,12976,
Tue Feb 22 2011,7:00 pm,Memphis Grizzlies,107,Denver Nuggets,120,Box Score,,14638,
Tue Feb 22 2011,7:30 pm,Houston Rockets,108,Detroit Pistons,100,Box Score,,12353,
Tue Feb 22 2011,7:30 pm,Boston Celtics,115,Golden State Warriors,93,Box Score,,19738,
Tue Feb 22 2011,7:30 pm,Atlanta Hawks,80,Los Angeles Lakers,104,Box Score,,18997,
Tue Feb 22 2011,7:30 pm,Sacramento Kings,97,Miami Heat,117,Box Score,,19754,
Tue Feb 22 2011,7:00 pm,Minnesota Timberwolves,88,Milwaukee Bucks,94,Box Score,,13106,
Tue Feb 22 2011,7:00 pm,Los Angeles Clippers,88,Oklahoma City Thunder,111,Box Score,,18203,
Tue Feb 22 2011,7:00 pm,Indiana Pacers,113,Washington Wizards,96,Box Score,,14328,
Wed Feb 23 2011,7:00 pm,Houston Rockets,124,Cleveland Cavaliers,119,Box Score,,18027,
Wed Feb 23 2011,7:30 pm,Utah Jazz,99,Dallas Mavericks,118,Box Score,,20379,
Wed Feb 23 2011,7:00 pm,Detroit Pistons,101,Indiana Pacers,102,Box Score,,12214,
Wed Feb 23 2011,7:00 pm,Memphis Grizzlies,104,Minnesota Timberwolves,95,Box Score,,11497,
Wed Feb 23 2011,8:30 pm,Los Angeles Clippers,87,New Orleans Hornets,98,Box Score,,17537,
Wed Feb 23 2011,7:30 pm,Milwaukee Bucks,108,New York Knicks,114,Box Score,,19763,
Wed Feb 23 2011,7:00 pm,Sacramento Kings,111,Orlando Magic,105,Box Score,,19146,
Wed Feb 23 2011,7:00 pm,Washington Wizards,94,Philadelphia 76ers,117,Box Score,,12704,
Wed Feb 23 2011,7:00 pm,Atlanta Hawks,97,Phoenix Suns,105,Box Score,,18254,
Wed Feb 23 2011,7:30 pm,Los Angeles Lakers,106,Portland Trail Blazers,101,Box Score,OT,20643,
Wed Feb 23 2011,6:00 pm,Oklahoma City Thunder,105,San Antonio Spurs,109,Box Score,,18581,
Wed Feb 23 2011,7:00 pm,Chicago Bulls,113,Toronto Raptors,118,Box Score,,18105,
Thu Feb 24 2011,7:00 pm,Miami Heat,89,Chicago Bulls,93,Box Score,,23024,
Thu Feb 24 2011,8:30 pm,Boston Celtics,75,Denver Nuggets,89,Box Score,,18524,
Fri Feb 25 2011,7:00 pm,Sacramento Kings,98,Charlotte Bobcats,110,Box Score,,15782,
Fri Feb 25 2011,7:30 pm,New York Knicks,109,Cleveland Cavaliers,115,Box Score,,20562,
Fri Feb 25 2011,7:30 pm,Atlanta Hawks,95,Golden State Warriors,79,Box Score,,19858,
Fri Feb 25 2011,7:00 pm,Utah Jazz,95,Indiana Pacers,84,Box Score,,16205,
Fri Feb 25 2011,7:30 pm,Los Angeles Clippers,95,Los Angeles Lakers,108,Box Score,,18997,
Fri Feb 25 2011,7:30 pm,Washington Wizards,113,Miami Heat,121,Box Score,,19825,
Fri Feb 25 2011,7:00 pm,New Orleans Hornets,95,Minnesota Timberwolves,81,Box Score,,16965,
Fri Feb 25 2011,8:00 pm,Oklahoma City Thunder,88,Orlando Magic,111,Box Score,,19011,
Fri Feb 25 2011,7:00 pm,Detroit Pistons,94,Philadelphia 76ers,110,Box Score,,15105,
Fri Feb 25 2011,7:30 pm,Denver Nuggets,106,Portland Trail Blazers,107,Box Score,OT,20659,
Fri Feb 25 2011,7:30 pm,New Jersey Nets,96,San Antonio Spurs,106,Box Score,,18581,
Fri Feb 25 2011,7:00 pm,Phoenix Suns,110,Toronto Raptors,92,Box Score,,19004,
Sat Feb 26 2011,7:30 pm,Utah Jazz,116,Detroit Pistons,120,Box Score,,18564,
Sat Feb 26 2011,7:30 pm,New Jersey Nets,108,Houston Rockets,123,Box Score,,17209,
Sat Feb 26 2011,7:30 pm,Boston Celtics,99,Los Angeles Clippers,92,Box Score,,19513,
Sat Feb 26 2011,7:00 pm,Sacramento Kings,92,Memphis Grizzlies,120,Box Score,,16028,
Sat Feb 26 2011,7:30 pm,Chicago Bulls,83,Milwaukee Bucks,75,Box Score,,18717,
Sat Feb 26 2011,8:00 pm,Dallas Mavericks,105,Washington Wizards,99,Box Score,,19203,
Sun Feb 27 2011,5:00 pm,Philadelphia 76ers,95,Cleveland Cavaliers,91,Box Score,,19882,
Sun Feb 27 2011,12:00 pm,Phoenix Suns,110,Indiana Pacers,108,Box Score,OT,14168,
Sun Feb 27 2011,8:00 pm,New York Knicks,91,Miami Heat,86,Box Score,,19702,
Sun Feb 27 2011,4:00 pm,Golden State Warriors,123,Minnesota Timberwolves,126,Box Score,,16021,
Sun Feb 27 2011,6:00 pm,Houston Rockets,91,New Orleans Hornets,89,Box Score,,17466,
Sun Feb 27 2011,1:30 pm,Los Angeles Lakers,90,Oklahoma City Thunder,87,Box Score,,18203,
Sun Feb 27 2011,6:00 pm,Charlotte Bobcats,86,Orlando Magic,100,Box Score,,18846,
Sun Feb 27 2011,7:30 pm,Atlanta Hawks,90,Portland Trail Blazers,83,Box Score,,20642,
Sun Feb 27 2011,6:00 pm,Memphis Grizzlies,88,San Antonio Spurs,95,Box Score,,18581,
Sun Feb 27 2011,6:00 pm,Dallas Mavericks,114,Toronto Raptors,96,Box Score,,16827,
Mon Feb 28 2011,7:00 pm,Atlanta Hawks,90,Denver Nuggets,100,Box Score,,16163,
Mon Feb 28 2011,7:00 pm,Phoenix Suns,104,New Jersey Nets,103,Box Score,OT,15836,
Mon Feb 28 2011,7:00 pm,Los Angeles Clippers,99,Sacramento Kings,105,Box Score,,17317,
Mon Feb 28 2011,7:00 pm,Boston Celtics,107,Utah Jazz,102,Box Score,,19911,
Mon Feb 28 2011,7:00 pm,Chicago Bulls,105,Washington Wizards,77,Box Score,,17873,
Tue Mar 1 2011,7:00 pm,Golden State Warriors,100,Indiana Pacers,109,Box Score,,9557,
Tue Mar 1 2011,7:00 pm,San Antonio Spurs,93,Memphis Grizzlies,109,Box Score,,13480,
Tue Mar 1 2011,7:00 pm,Detroit Pistons,90,Milwaukee Bucks,92,Box Score,,11364,
Tue Mar 1 2011,7:00 pm,Los Angeles Lakers,90,Minnesota Timberwolves,79,Box Score,,17111,
Tue Mar 1 2011,7:00 pm,New York Knicks,110,Orlando Magic,116,Box Score,,19131,
Tue Mar 1 2011,7:00 pm,Dallas Mavericks,101,Philadelphia 76ers,93,Box Score,,13509,
Tue Mar 1 2011,7:00 pm,Houston Rockets,103,Portland Trail Blazers,87,Box Score,,20272,
Tue Mar 1 2011,7:00 pm,New Orleans Hornets,90,Toronto Raptors,96,Box Score,,14704,
Wed Mar 2 2011,7:00 pm,Chicago Bulls,80,Atlanta Hawks,83,Box Score,,16928,
Wed Mar 2 2011,7:30 pm,Phoenix Suns,103,Boston Celtics,115,Box Score,,18624,
Wed Mar 2 2011,7:00 pm,San Antonio Spurs,109,Cleveland Cavaliers,99,Box Score,,18795,
Wed Mar 2 2011,7:00 pm,Charlotte Bobcats,80,Denver Nuggets,120,Box Score,,14255,
Wed Mar 2 2011,7:30 pm,Minnesota Timberwolves,116,Detroit Pistons,105,Box Score,,13122,
Wed Mar 2 2011,7:30 pm,Houston Rockets,103,Los Angeles Clippers,106,Box Score,,19060,
Wed Mar 2 2011,7:30 pm,New Orleans Hornets,88,New York Knicks,107,Box Score,,19763,
Wed Mar 2 2011,7:00 pm,Indiana Pacers,89,Oklahoma City Thunder,113,Box Score,,18203,
Wed Mar 2 2011,7:00 pm,Portland Trail Blazers,107,Sacramento Kings,102,Box Score,,12286,
Wed Mar 2 2011,7:00 pm,Golden State Warriors,106,Washington Wizards,102,Box Score,,17865,
Thu Mar 3 2011,8:00 pm,Orlando Magic,99,Miami Heat,96,Box Score,,19600,
Thu Mar 3 2011,8:30 pm,Denver Nuggets,103,Utah Jazz,101,Box Score,,19524,
Fri Mar 4 2011,7:30 pm,Oklahoma City Thunder,111,Atlanta Hawks,104,Box Score,,17916,
Fri Mar 4 2011,7:30 pm,Golden State Warriors,103,Boston Celtics,107,Box Score,,18624,
Fri Mar 4 2011,7:30 pm,Indiana Pacers,108,Dallas Mavericks,116,Box Score,,20385,
Fri Mar 4 2011,7:30 pm,Charlotte Bobcats,84,Los Angeles Lakers,92,Box Score,,18997,
Fri Mar 4 2011,7:00 pm,New Orleans Hornets,98,Memphis Grizzlies,91,Box Score,,15367,
Fri Mar 4 2011,7:30 pm,Phoenix Suns,102,Milwaukee Bucks,88,Box Score,,15011,
Fri Mar 4 2011,8:00 pm,Toronto Raptors,103,New Jersey Nets,116,Box Score,,18689,at London England
Fri Mar 4 2011,7:30 pm,Cleveland Cavaliers,119,New York Knicks,115,Box Score,,19763,
Fri Mar 4 2011,7:00 pm,Chicago Bulls,89,Orlando Magic,81,Box Score,,19207,
Fri Mar 4 2011,7:00 pm,Minnesota Timberwolves,100,Philadelphia 76ers,111,Box Score,,12008,
Fri Mar 4 2011,8:30 pm,Miami Heat,95,San Antonio Spurs,125,Box Score,,18581,
Sat Mar 5 2011,7:30 pm,Indiana Pacers,95,Houston Rockets,112,Box Score,,14965,
Sat Mar 5 2011,7:30 pm,Denver Nuggets,94,Los Angeles Clippers,100,Box Score,,19060,
Sat Mar 5 2011,8:00 pm,Toronto Raptors,136,New Jersey Nets,137,Box Score,3OT,18689,at London England
Sat Mar 5 2011,7:00 pm,Charlotte Bobcats,69,Portland Trail Blazers,93,Box Score,,20588,
Sat Mar 5 2011,7:00 pm,Sacramento Kings,102,Utah Jazz,109,Box Score,OT,19911,
Sat Mar 5 2011,7:00 pm,Minnesota Timberwolves,96,Washington Wizards,103,Box Score,,18216,
Sun Mar 6 2011,6:30 pm,New York Knicks,92,Atlanta Hawks,79,Box Score,,19560,
Sun Mar 6 2011,6:30 pm,New Orleans Hornets,96,Cleveland Cavaliers,81,Box Score,,18754,
Sun Mar 6 2011,6:30 pm,Memphis Grizzlies,104,Dallas Mavericks,103,Box Score,,20102,
Sun Mar 6 2011,6:00 pm,Washington Wizards,102,Detroit Pistons,113,Box Score,,17506,
Sun Mar 6 2011,1:00 pm,Chicago Bulls,87,Miami Heat,86,Box Score,,19763,
Sun Mar 6 2011,8:00 pm,Boston Celtics,89,Milwaukee Bucks,83,Box Score,,16110,
Sun Mar 6 2011,6:00 pm,Phoenix Suns,118,Oklahoma City Thunder,122,Box Score,OT,18203,
Sun Mar 6 2011,6:00 pm,Golden State Warriors,117,Philadelphia 76ers,125,Box Score,OT,11294,
Sun Mar 6 2011,2:30 pm,Los Angeles Lakers,99,San Antonio Spurs,83,Box Score,,18996,
Mon Mar 7 2011,7:00 pm,Los Angeles Clippers,92,Charlotte Bobcats,87,Box Score,,16438,
Mon Mar 7 2011,7:00 pm,New Orleans Hornets,77,Chicago Bulls,85,Box Score,,21997,
Mon Mar 7 2011,7:00 pm,Oklahoma City Thunder,101,Memphis Grizzlies,107,Box Score,,13903,
Mon Mar 7 2011,7:00 pm,Dallas Mavericks,108,Minnesota Timberwolves,105,Box Score,,13288,
Mon Mar 7 2011,7:30 pm,Utah Jazz,109,New York Knicks,131,Box Score,,19763,
Mon Mar 7 2011,7:00 pm,Portland Trail Blazers,89,Orlando Magic,85,Box Score,,19001,
Mon Mar 7 2011,7:00 pm,Houston Rockets,123,Sacramento Kings,101,Box Score,,12561,
Tue Mar 8 2011,7:00 pm,Los Angeles Lakers,101,Atlanta Hawks,87,Box Score,,19890,
Tue Mar 8 2011,7:00 pm,Golden State Warriors,95,Cleveland Cavaliers,85,Box Score,,19919,
Tue Mar 8 2011,7:00 pm,Philadelphia 76ers,110,Indiana Pacers,100,Box Score,,9466,
Tue Mar 8 2011,7:30 pm,Portland Trail Blazers,105,Miami Heat,96,Box Score,,19835,
Tue Mar 8 2011,7:00 pm,Houston Rockets,110,Phoenix Suns,113,Box Score,,17363,
Tue Mar 8 2011,7:00 pm,Milwaukee Bucks,95,Washington Wizards,76,Box Score,,16190,
Wed Mar 9 2011,7:30 pm,Los Angeles Clippers,108,Boston Celtics,103,Box Score,,18624,
Wed Mar 9 2011,7:00 pm,Chicago Bulls,101,Charlotte Bobcats,84,Box Score,,15286,
Wed Mar 9 2011,7:00 pm,New York Knicks,110,Memphis Grizzlies,108,Box Score,,17512,
Wed Mar 9 2011,7:00 pm,Cleveland Cavaliers,90,Milwaukee Bucks,110,Box Score,,12499,
Wed Mar 9 2011,7:00 pm,Indiana Pacers,75,Minnesota Timberwolves,101,Box Score,,15153,
Wed Mar 9 2011,7:00 pm,Golden State Warriors,90,New Jersey Nets,94,Box Score,,13513,
Wed Mar 9 2011,7:00 pm,Dallas Mavericks,92,New Orleans Hornets,93,Box Score,,14472,
Wed Mar 9 2011,7:00 pm,Oklahoma City Thunder,110,Philadelphia 76ers,105,Box Score,OT,19283,
Wed Mar 9 2011,7:00 pm,Orlando Magic,106,Sacramento Kings,102,Box Score,,12728,
Wed Mar 9 2011,7:30 pm,Detroit Pistons,104,San Antonio Spurs,111,Box Score,,18581,
Wed Mar 9 2011,7:00 pm,Utah Jazz,96,Toronto Raptors,94,Box Score,,14425,
Thu Mar 10 2011,8:30 pm,New York Knicks,109,Dallas Mavericks,127,Box Score,,20517,
Thu Mar 10 2011,7:00 pm,Los Angeles Lakers,88,Miami Heat,94,Box Score,,19986,
Thu Mar 10 2011,8:30 pm,Denver Nuggets,116,Phoenix Suns,97,Box Score,,17465,
Fri Mar 11 2011,7:00 pm,Portland Trail Blazers,92,Charlotte Bobcats,97,Box Score,,18176,
Fri Mar 11 2011,7:00 pm,Atlanta Hawks,76,Chicago Bulls,94,Box Score,,22123,
Fri Mar 11 2011,7:30 pm,Orlando Magic,120,Golden State Warriors,123,Box Score,OT,19596,
Fri Mar 11 2011,7:00 pm,Utah Jazz,101,Minnesota Timberwolves,122,Box Score,,18534,
Fri Mar 11 2011,7:00 pm,Los Angeles Clippers,98,New Jersey Nets,102,Box Score,OT,18711,
Fri Mar 11 2011,7:00 pm,Detroit Pistons,94,Oklahoma City Thunder,104,Box Score,,18203,
Fri Mar 11 2011,7:00 pm,Boston Celtics,86,Philadelphia 76ers,89,Box Score,,20614,
Fri Mar 11 2011,7:30 pm,Sacramento Kings,103,San Antonio Spurs,108,Box Score,,18712,
Fri Mar 11 2011,7:00 pm,Indiana Pacers,98,Toronto Raptors,108,Box Score,,14726,
Sat Mar 12 2011,7:00 pm,Portland Trail Blazers,82,Atlanta Hawks,91,Box Score,,15522,
Sat Mar 12 2011,7:00 pm,Utah Jazz,100,Chicago Bulls,118,Box Score,,22885,
Sat Mar 12 2011,8:00 pm,Los Angeles Lakers,96,Dallas Mavericks,91,Box Score,,20619,
Sat Mar 12 2011,7:00 pm,Detroit Pistons,101,Denver Nuggets,131,Box Score,,19155,
Sat Mar 12 2011,7:30 pm,San Antonio Spurs,115,Houston Rockets,107,Box Score,,18245,
Sat Mar 12 2011,3:30 pm,Memphis Grizzlies,85,Miami Heat,118,Box Score,,19600,
Sat Mar 12 2011,7:00 pm,Philadelphia 76ers,74,Milwaukee Bucks,102,Box Score,,15832,
Sat Mar 12 2011,7:00 pm,Sacramento Kings,103,New Orleans Hornets,115,Box Score,,15530,
Sat Mar 12 2011,7:00 pm,Los Angeles Clippers,122,Washington Wizards,101,Box Score,,20278,
Sun Mar 13 2011,6:00 pm,Milwaukee Bucks,56,Boston Celtics,87,Box Score,,18624,
Sun Mar 13 2011,1:00 pm,Oklahoma City Thunder,95,Cleveland Cavaliers,75,Box Score,,19811,
Sun Mar 13 2011,6:00 pm,Minnesota Timberwolves,77,Golden State Warriors,100,Box Score,,17788,
Sun Mar 13 2011,6:00 pm,Indiana Pacers,106,New York Knicks,93,Box Score,,19763,
Sun Mar 13 2011,12:30 pm,Orlando Magic,111,Phoenix Suns,88,Box Score,,18091,
Sun Mar 13 2011,1:00 pm,Charlotte Bobcats,95,Toronto Raptors,90,Box Score,,16557,
Mon Mar 14 2011,7:30 pm,Phoenix Suns,93,Houston Rockets,95,Box Score,,16262,
Mon Mar 14 2011,7:30 pm,Orlando Magic,84,Los Angeles Lakers,97,Box Score,,18997,
Mon Mar 14 2011,7:00 pm,Los Angeles Clippers,82,Memphis Grizzlies,105,Box Score,,15989,
Mon Mar 14 2011,8:00 pm,San Antonio Spurs,80,Miami Heat,110,Box Score,,20021,
Mon Mar 14 2011,7:00 pm,Boston Celtics,79,New Jersey Nets,88,Box Score,,18711,
Mon Mar 14 2011,7:00 pm,Denver Nuggets,114,New Orleans Hornets,103,Box Score,,11782,
Mon Mar 14 2011,7:00 pm,Golden State Warriors,119,Sacramento Kings,129,Box Score,,14243,
Mon Mar 14 2011,7:00 pm,Philadelphia 76ers,107,Utah Jazz,112,Box Score,OT,19632,
Mon Mar 14 2011,7:00 pm,Oklahoma City Thunder,116,Washington Wizards,89,Box Score,,17921,
Tue Mar 15 2011,7:00 pm,Milwaukee Bucks,85,Atlanta Hawks,110,Box Score,,13590,
Tue Mar 15 2011,7:00 pm,Washington Wizards,79,Chicago Bulls,98,Box Score,,22103,
Tue Mar 15 2011,7:00 pm,New York Knicks,117,Indiana Pacers,119,Box Score,,14164,
Tue Mar 15 2011,7:00 pm,Dallas Mavericks,101,Portland Trail Blazers,104,Box Score,,20631,
Wed Mar 16 2011,7:00 pm,Denver Nuggets,102,Atlanta Hawks,87,Box Score,,14669,
Wed Mar 16 2011,7:30 pm,Indiana Pacers,80,Boston Celtics,92,Box Score,,18624,
Wed Mar 16 2011,7:30 pm,Toronto Raptors,93,Detroit Pistons,107,Box Score,,15166,
Wed Mar 16 2011,7:30 pm,Dallas Mavericks,112,Golden State Warriors,106,Box Score,,19596,
Wed Mar 16 2011,7:30 pm,Charlotte Bobcats,78,Houston Rockets,94,Box Score,,14822,
Wed Mar 16 2011,7:30 pm,Philadelphia 76ers,104,Los Angeles Clippers,94,Box Score,,19060,
Wed Mar 16 2011,8:00 pm,Oklahoma City Thunder,96,Miami Heat,85,Box Score,,20083,
Wed Mar 16 2011,7:00 pm,Orlando Magic,93,Milwaukee Bucks,89,Box Score,OT,13831,
Wed Mar 16 2011,7:00 pm,Phoenix Suns,95,New Orleans Hornets,100,Box Score,,13758,
Wed Mar 16 2011,7:00 pm,Cleveland Cavaliers,97,Sacramento Kings,93,Box Score,,13477,
Wed Mar 16 2011,7:00 pm,Minnesota Timberwolves,104,Utah Jazz,119,Box Score,,19465,
Thu Mar 17 2011,7:00 pm,Chicago Bulls,84,New Jersey Nets,73,Box Score,,18351,
Thu Mar 17 2011,7:30 pm,Memphis Grizzlies,99,New York Knicks,120,Box Score,,19763,
Thu Mar 17 2011,7:00 pm,Cleveland Cavaliers,70,Portland Trail Blazers,111,Box Score,,20235,
Fri Mar 18 2011,7:30 pm,Miami Heat,106,Atlanta Hawks,85,Box Score,,20024,
Fri Mar 18 2011,7:30 pm,San Antonio Spurs,97,Dallas Mavericks,91,Box Score,,20614,
Fri Mar 18 2011,7:30 pm,New York Knicks,95,Detroit Pistons,99,Box Score,,22076,
Fri Mar 18 2011,7:30 pm,Boston Celtics,77,Houston Rockets,93,Box Score,,18412,
Fri Mar 18 2011,7:00 pm,Chicago Bulls,108,Indiana Pacers,115,Box Score,OT,18165,
Fri Mar 18 2011,7:30 pm,Minnesota Timberwolves,98,Los Angeles Lakers,106,Box Score,,18997,
Fri Mar 18 2011,7:30 pm,New Jersey Nets,95,Milwaukee Bucks,110,Box Score,,14563,
Fri Mar 18 2011,7:00 pm,Charlotte Bobcats,82,Oklahoma City Thunder,99,Box Score,,18203,
Fri Mar 18 2011,7:00 pm,Denver Nuggets,82,Orlando Magic,85,Box Score,,19113,
Fri Mar 18 2011,7:00 pm,Golden State Warriors,97,Phoenix Suns,108,Box Score,,18422,
Fri Mar 18 2011,7:00 pm,Philadelphia 76ers,102,Sacramento Kings,80,Box Score,,15373,
Fri Mar 18 2011,7:00 pm,Washington Wizards,107,Toronto Raptors,116,Box Score,,18017,
Sat Mar 19 2011,12:30 pm,Cleveland Cavaliers,92,Los Angeles Clippers,100,Box Score,,19060,
Sat Mar 19 2011,7:00 pm,Indiana Pacers,78,Memphis Grizzlies,99,Box Score,,17013,
Sat Mar 19 2011,7:30 pm,Denver Nuggets,98,Miami Heat,103,Box Score,,19600,
Sat Mar 19 2011,7:00 pm,Boston Celtics,89,New Orleans Hornets,85,Box Score,,18018,
Sat Mar 19 2011,7:00 pm,Philadelphia 76ers,101,Portland Trail Blazers,110,Box Score,,20637,
Sat Mar 19 2011,7:30 pm,Charlotte Bobcats,98,San Antonio Spurs,109,Box Score,,19075,
Sun Mar 20 2011,2:00 pm,Detroit Pistons,96,Atlanta Hawks,104,Box Score,,17580,
Sun Mar 20 2011,6:30 pm,Golden State Warriors,73,Dallas Mavericks,101,Box Score,,20324,
Sun Mar 20 2011,6:00 pm,Utah Jazz,108,Houston Rockets,110,Box Score,,14459,
Sun Mar 20 2011,12:30 pm,Phoenix Suns,108,Los Angeles Clippers,99,Box Score,,19060,
Sun Mar 20 2011,6:30 pm,Portland Trail Blazers,80,Los Angeles Lakers,84,Box Score,,18997,
Sun Mar 20 2011,2:00 pm,New York Knicks,95,Milwaukee Bucks,100,Box Score,,18052,
Sun Mar 20 2011,2:30 pm,Sacramento Kings,127,Minnesota Timberwolves,95,Box Score,,18993,
Sun Mar 20 2011,6:00 pm,Toronto Raptors,95,Oklahoma City Thunder,93,Box Score,,18203,
Sun Mar 20 2011,1:00 pm,New Jersey Nets,92,Washington Wizards,98,Box Score,,17761,
Mon Mar 21 2011,7:00 pm,Sacramento Kings,92,Chicago Bulls,132,Box Score,,21873,
Mon Mar 21 2011,7:00 pm,Orlando Magic,97,Cleveland Cavaliers,86,Box Score,,19343,
Mon Mar 21 2011,7:00 pm,Toronto Raptors,90,Denver Nuggets,123,Box Score,,16258,
Mon Mar 21 2011,7:00 pm,Utah Jazz,85,Memphis Grizzlies,103,Box Score,,12688,
Mon Mar 21 2011,7:00 pm,Indiana Pacers,102,New Jersey Nets,98,Box Score,,13792,
Mon Mar 21 2011,7:30 pm,Boston Celtics,96,New York Knicks,86,Box Score,,19763,
Mon Mar 21 2011,7:30 pm,Golden State Warriors,96,San Antonio Spurs,111,Box Score,,18443,
Tue Mar 22 2011,8:00 pm,Chicago Bulls,114,Atlanta Hawks,81,Box Score,,18203,
Tue Mar 22 2011,7:30 pm,Phoenix Suns,137,Los Angeles Lakers,139,Box Score,3OT,18997,
Tue Mar 22 2011,7:00 pm,Washington Wizards,76,Portland Trail Blazers,111,Box Score,,20624,
Wed Mar 23 2011,7:30 pm,Memphis Grizzlies,90,Boston Celtics,87,Box Score,,18624,
Wed Mar 23 2011,7:00 pm,Indiana Pacers,111,Charlotte Bobcats,88,Box Score,,14703,
Wed Mar 23 2011,7:00 pm,New Jersey Nets,98,Cleveland Cavaliers,94,Box Score,OT,18923,
Wed Mar 23 2011,8:30 pm,San Antonio Spurs,112,Denver Nuggets,115,Box Score,,19155,
Wed Mar 23 2011,7:30 pm,Miami Heat,100,Detroit Pistons,94,Box Score,,22076,
Wed Mar 23 2011,7:30 pm,Golden State Warriors,112,Houston Rockets,131,Box Score,,16623,
Wed Mar 23 2011,7:30 pm,Washington Wizards,119,Los Angeles Clippers,127,Box Score,2OT,19060,
Wed Mar 23 2011,7:00 pm,Sacramento Kings,97,Milwaukee Bucks,90,Box Score,,14122,
Wed Mar 23 2011,8:00 pm,Orlando Magic,111,New York Knicks,99,Box Score,,19763,
Wed Mar 23 2011,7:00 pm,Utah Jazz,94,Oklahoma City Thunder,106,Box Score,,18203,
